Product,Satisfaction
A,7.957962893885334
A,7.514379330856781
A,7.579549828791108
A,6.012566391295914
A,9.602002890154154
A,5.709579665930622
A,8.607410143940987
A,6.641156793587346
A,7.256660469967509
A,8.78709207150594
A,9.25811606062598
A,5.480645654099931
A,7.726722237419349
A,7.717819684851042
A,5.2109288829626905
A,8.161061102831512
A,5.64329179567133
A,6.9552554185955575
A,7.033277158030663
A,7.204205343786013
A,6.18516567941663
A,8.505770661072207
A,4.987590569652909
A,7.876278197268776
A,6.596127560792087
A,7.400284924195182
A,7.652306850575336
A,5.997794779361405
A,7.212828312656074
A,7.247142755349301
A,6.536940404098423
A,6.584309311037017
A,7.69370657555962
A,4.992466190296854
A,3.966597145697046
A,6.713494572212238
A,7.280095396756684
A,9.509905103013654
A,7.3228516552769305
A,5.390540201753488
A,3.919299060422733
A,7.1169784890824275
A,9.263350491710451
A,5.08671721699681
A,6.447284351945167
A,7.38916560935646
A,6.276956838705985
A,8.549501657414503
A,8.088247269742654
A,4.964119577933348
A,7.579669876344522
A,8.268006851508447
A,6.770956224095878
A,5.198931175616089
A,8.866087926804624
A,5.338395953442136
A,6.027072010026951
A,7.854993601217873
A,8.907092685328147
A,9.081616337628276
B,1.3272443189522465
B,4.006430877209991
B,3.225960385009868
B,2.9236182551319763
B,1.1357697325263676
B,3.4155895722546274
B,1.6999587395941758
B,8.014732049023443
B,1.3177062408757454
B,1.2549965919150206
B,3.370138954716539
B,0.34398622005201784
B,1.5937752033309405
B,2.615158445906097
B,2.491194021961276
B,0.685869246308145
B,4.595064072499055
B,5.414781386117564
B,2.6059606181093153
B,0.6753590748378506
B,0.4676883497272682
B,1.2713147658095107
B,3.265987258278122
B,1.1912486541113898
B,1.0776704550146234
B,3.2460102630740866
B,2.193544911847561
B,3.0479223202169465
B,4.03730071467841
B,1.8412892169781057
B,2.3447365948588197
B,1.75068748991844
B,2.6733167347976963
B,2.3869974422513702
B,3.2579561073076047
B,4.434878606676832
B,3.855671372233749
B,0.9615258168656671
B,2.089847738799713
B,1.6619623428044838
B,2.2721487350505116
B,4.759204964642726
B,1.158847910316494
B,1.718540724955221
B,2.4093580883068486
B,1.9658545353951162
B,1.5450740124203077
B,3.024753876496196
B,2.628503990216566
B,1.7838548982713633
B,0.7140336869412172
B,3.6804793518398213
B,1.6500239921085023
B,6.463769483914986
B,5.031230845032987
B,4.0864698504559716
B,3.7847193861867465
B,4.808171104256128
B,4.5015277145501225
B,3.1485465592718676
C,4.622849932347499
C,2.631409884458143
C,4.535491809975205
C,5.060446814110468
C,5.541370996918182
C,3.172106921084287
C,3.6961355645690728
C,4.2423336860831125
C,6.047398921130238
C,4.1148614682138955
C,5.551262854732971
C,4.1699729029073085
C,5.153245186428456
C,5.026579846552078
C,4.166088132508151
C,2.9796167527378454
C,3.7309055620710496
C,5.489045173884479
C,4.877825168480114
C,3.566349673228153
C,3.657691361375601
C,2.2691268962344324
C,5.444338791981811
C,4.8860635602461535
C,3.862922178958147
C,4.2001344191734225
C,1.82913417186959
C,3.513285503957251
C,5.334445640864136
C,4.981547376730081
C,7.330700557063932
C,6.985281741365063
C,7.7964054296963266
C,6.718614893448914
C,5.3353068038049924
C,6.993800860326128
C,7.4031193270855775
C,8.12267768479802
C,5.558804239504001
C,6.8770886934485445
C,6.924696345244877
C,5.898748095152888
C,7.487673274923294
C,7.747368031611802
C,6.709307691968957
C,9.055092608621472
C,6.680639992466341
C,6.553316529309333
C,6.5243286520313974
C,6.184500926711511
C,6.4409745067661435
C,5.565911130767476
C,6.808467176086707
C,7.057474003024296
C,4.7171975099592025
C,6.898050487520144
C,7.04213408174193
C,7.514588990690539
C,8.204635072575826
C,7.85135426460051
D,6.431116590650515
D,4.041267289161758
D,4.183535318252865
D,4.490359615654761
D,5.156324774844904
D,6.355432162466668
D,4.94831994042843
D,6.334333825506892
D,7.547160768387438
D,3.649922084647164
D,3.881317263856194
D,6.2844694277879745
D,6.97501082662163
D,5.698265885471685
D,4.290090004096728
D,3.306550418227381
D,5.083703634456365
D,4.90094106569012
D,4.611220675462965
D,3.776645290451964
D,5.020292148374744
D,4.492244700633157
D,3.8048930229382805
D,3.982964332479198
D,4.43375669207194
D,3.2978263196480637
D,7.832761951017155
D,6.521126820184465
D,6.781330670373117
D,6.584186651811074
D,6.709135033846494
D,2.5494798462661725
D,5.169218174575591
D,6.019070232299583
D,6.771894330494475
D,5.402319770837772
D,4.42796856151542
D,4.3589540693108235
D,4.872276212099665
D,5.932328180295881
D,6.148055782574881
D,4.621244374164061
D,7.773047733431727
D,6.300615673266324
D,4.703594422220272
D,2.40485908726508
D,3.9446849082583744
D,4.094686982583772
D,4.277215335128483
D,3.8077738197192734
D,5.076002060050385
D,3.5286614662317546
D,6.368662169319181
D,3.9269652486440445
D,5.200784466728538
D,4.261858166576544
D,7.919919793864998
D,3.4406051778251774
D,5.4008304831012115
D,8.293557576284451
